ts_exchange,price,size,trade_id,cond
2025-11-20T09:30:00,180.042,106,AAPL-2025-11-20-0,N
2025-11-20T09:30:05,180.03,197,AAPL-2025-11-20-1,N
2025-11-20T09:30:10,180.031,209,AAPL-2025-11-20-2,N
2025-11-20T09:30:15,180.053,198,AAPL-2025-11-20-3,N
2025-11-20T09:30:20,180.04,179,AAPL-2025-11-20-4,N
2025-11-20T09:30:25,180.018,239,AAPL-2025-11-20-5,N
2025-11-20T09:30:30,179.994,242,AAPL-2025-11-20-6,N
2025-11-20T09:30:35,179.995,173,AAPL-2025-11-20-7,N
2025-11-20T09:30:40,180.017,163,AAPL-2025-11-20-8,N
2025-11-20T09:30:45,180.04,210,AAPL-2025-11-20-9,N
2025-11-20T09:30:50,180.019,226,AAPL-2025-11-20-10,N
2025-11-20T09:30:55,180.039,257,AAPL-2025-11-20-11,N
2025-11-20T09:31:00,180.073,224,AAPL-2025-11-20-12,N
2025-11-20T09:31:05,180.033,322,AAPL-2025-11-20-13,N
2025-11-20T09:31:10,179.982,247,AAPL-2025-11-20-14,N
2025-11-20T09:31:15,179.998,141,AAPL-2025-11-20-15,N
2025-11-20T09:31:20,179.993,196,AAPL-2025-11-20-16,N
2025-11-20T09:31:25,180.04,164,AAPL-2025-11-20-17,N
2025-11-20T09:31:30,180.031,83,AAPL-2025-11-20-18,N
2025-11-20T09:31:35,180.093,146,AAPL-2025-11-20-19,N
2025-11-20T09:31:40,180.105,194,AAPL-2025-11-20-20,N
2025-11-20T09:31:45,180.102,240,AAPL-2025-11-20-21,N
2025-11-20T09:31:50,180.162,212,AAPL-2025-11-20-22,N
2025-11-20T09:31:55,180.185,216,AAPL-2025-11-20-23,N
2025-11-20T09:32:00,180.222,176,AAPL-2025-11-20-24,N
2025-11-20T09:32:05,180.261,255,AAPL-2025-11-20-25,N
2025-11-20T09:32:10,180.3,166,AAPL-2025-11-20-26,N
2025-11-20T09:32:15,180.294,211,AAPL-2025-11-20-27,N
2025-11-20T09:32:20,180.244,279,AAPL-2025-11-20-28,N
2025-11-20T09:32:25,180.244,214,AAPL-2025-11-20-29,N
2025-11-20T09:32:30,180.223,133,AAPL-2025-11-20-30,N
2025-11-20T09:32:35,180.201,210,AAPL-2025-11-20-31,N
2025-11-20T09:32:40,180.226,208,AAPL-2025-11-20-32,N
2025-11-20T09:32:45,180.238,183,AAPL-2025-11-20-33,N
2025-11-20T09:32:50,180.256,274,AAPL-2025-11-20-34,N
2025-11-20T09:32:55,180.281,240,AAPL-2025-11-20-35,N
2025-11-20T09:33:00,180.292,124,AAPL-2025-11-20-36,N
2025-11-20T09:33:05,180.254,222,AAPL-2025-11-20-37,N
2025-11-20T09:33:10,180.254,221,AAPL-2025-11-20-38,N
2025-11-20T09:33:15,180.314,236,AAPL-2025-11-20-39,N
2025-11-20T09:33:20,180.36,204,AAPL-2025-11-20-40,N
2025-11-20T09:33:25,180.331,197,AAPL-2025-11-20-41,N
2025-11-20T09:33:30,180.302,277,AAPL-2025-11-20-42,N
2025-11-20T09:33:35,180.33,226,AAPL-2025-11-20-43,N
2025-11-20T09:33:40,180.375,98,AAPL-2025-11-20-44,N
2025-11-20T09:33:45,180.396,134,AAPL-2025-11-20-45,N
2025-11-20T09:33:50,180.396,184,AAPL-2025-11-20-46,N
2025-11-20T09:33:55,180.42,211,AAPL-2025-11-20-47,N
2025-11-20T09:34:00,180.468,169,AAPL-2025-11-20-48,N
2025-11-20T09:34:05,180.494,208,AAPL-2025-11-20-49,N
2025-11-20T09:34:10,180.435,154,AAPL-2025-11-20-50,N
2025-11-20T09:34:15,180.429,255,AAPL-2025-11-20-51,N
2025-11-20T09:34:20,180.446,141,AAPL-2025-11-20-52,N
2025-11-20T09:34:25,180.441,300,AAPL-2025-11-20-53,N
2025-11-20T09:34:30,180.445,183,AAPL-2025-11-20-54,N
2025-11-20T09:34:35,180.463,238,AAPL-2025-11-20-55,N
2025-11-20T09:34:40,180.446,225,AAPL-2025-11-20-56,N
2025-11-20T09:34:45,180.434,235,AAPL-2025-11-20-57,N
2025-11-20T09:34:50,180.44,224,AAPL-2025-11-20-58,N
2025-11-20T09:34:55,180.413,158,AAPL-2025-11-20-59,N
2025-11-20T09:35:00,180.447,196,AAPL-2025-11-20-60,N
2025-11-20T09:35:05,180.457,184,AAPL-2025-11-20-61,N
2025-11-20T09:35:10,180.49,169,AAPL-2025-11-20-62,N
2025-11-20T09:35:15,180.485,239,AAPL-2025-11-20-63,N
2025-11-20T09:35:20,180.527,173,AAPL-2025-11-20-64,N
2025-11-20T09:35:25,180.598,215,AAPL-2025-11-20-65,N
2025-11-20T09:35:30,180.56,218,AAPL-2025-11-20-66,N
2025-11-20T09:35:35,180.547,221,AAPL-2025-11-20-67,N
2025-11-20T09:35:40,180.545,203,AAPL-2025-11-20-68,N
2025-11-20T09:35:45,180.512,249,AAPL-2025-11-20-69,N
2025-11-20T09:35:50,180.47,144,AAPL-2025-11-20-70,N
2025-11-20T09:35:55,180.484,280,AAPL-2025-11-20-71,N
2025-11-20T09:36:00,180.471,235,AAPL-2025-11-20-72,N
2025-11-20T09:36:05,180.51,240,AAPL-2025-11-20-73,N
2025-11-20T09:36:10,180.498,145,AAPL-2025-11-20-74,N
2025-11-20T09:36:15,180.419,186,AAPL-2025-11-20-75,N
2025-11-20T09:36:20,180.461,143,AAPL-2025-11-20-76,N
2025-11-20T09:36:25,180.487,152,AAPL-2025-11-20-77,N
2025-11-20T09:36:30,180.49,235,AAPL-2025-11-20-78,N
2025-11-20T09:36:35,180.467,208,AAPL-2025-11-20-79,N
2025-11-20T09:36:40,180.452,235,AAPL-2025-11-20-80,N
2025-11-20T09:36:45,180.46,202,AAPL-2025-11-20-81,N
2025-11-20T09:36:50,180.516,233,AAPL-2025-11-20-82,N
2025-11-20T09:36:55,180.491,195,AAPL-2025-11-20-83,N
2025-11-20T09:37:00,180.489,204,AAPL-2025-11-20-84,N
2025-11-20T09:37:05,180.58,218,AAPL-2025-11-20-85,N
2025-11-20T09:37:10,180.506,172,AAPL-2025-11-20-86,N
2025-11-20T09:37:15,180.436,183,AAPL-2025-11-20-87,N
2025-11-20T09:37:20,180.365,156,AAPL-2025-11-20-88,N
2025-11-20T09:37:25,180.31,219,AAPL-2025-11-20-89,N
2025-11-20T09:37:30,180.31,215,AAPL-2025-11-20-90,N
2025-11-20T09:37:35,180.306,130,AAPL-2025-11-20-91,N
2025-11-20T09:37:40,180.325,296,AAPL-2025-11-20-92,N
2025-11-20T09:37:45,180.339,178,AAPL-2025-11-20-93,N
2025-11-20T09:37:50,180.288,154,AAPL-2025-11-20-94,N
2025-11-20T09:37:55,180.304,253,AAPL-2025-11-20-95,N
2025-11-20T09:38:00,180.314,239,AAPL-2025-11-20-96,N
2025-11-20T09:38:05,180.339,225,AAPL-2025-11-20-97,N
2025-11-20T09:38:10,180.315,208,AAPL-2025-11-20-98,N
2025-11-20T09:38:15,180.285,200,AAPL-2025-11-20-99,N
2025-11-20T09:38:20,180.297,283,AAPL-2025-11-20-100,N
2025-11-20T09:38:25,180.25,224,AAPL-2025-11-20-101,N
2025-11-20T09:38:30,180.303,237,AAPL-2025-11-20-102,N
2025-11-20T09:38:35,180.333,229,AAPL-2025-11-20-103,N
2025-11-20T09:38:40,180.38,145,AAPL-2025-11-20-104,N
2025-11-20T09:38:45,180.33,199,AAPL-2025-11-20-105,N
2025-11-20T09:38:50,180.252,261,AAPL-2025-11-20-106,N
2025-11-20T09:38:55,180.296,178,AAPL-2025-11-20-107,N
2025-11-20T09:39:00,180.282,196,AAPL-2025-11-20-108,N
2025-11-20T09:39:05,180.284,206,AAPL-2025-11-20-109,N
2025-11-20T09:39:10,180.304,191,AAPL-2025-11-20-110,N
2025-11-20T09:39:15,180.339,222,AAPL-2025-11-20-111,N
2025-11-20T09:39:20,180.317,266,AAPL-2025-11-20-112,N
2025-11-20T09:39:25,180.268,195,AAPL-2025-11-20-113,N
2025-11-20T09:39:30,180.302,163,AAPL-2025-11-20-114,N
2025-11-20T09:39:35,180.314,227,AAPL-2025-11-20-115,N
2025-11-20T09:39:40,180.283,196,AAPL-2025-11-20-116,N
2025-11-20T09:39:45,180.277,172,AAPL-2025-11-20-117,N
2025-11-20T09:39:50,180.36,161,AAPL-2025-11-20-118,N
2025-11-20T09:39:55,180.396,180,AAPL-2025-11-20-119,N
2025-11-20T09:40:00,180.357,205,AAPL-2025-11-20-120,N
2025-11-20T09:40:05,180.38,246,AAPL-2025-11-20-121,N
2025-11-20T09:40:10,180.437,347,AAPL-2025-11-20-122,N
2025-11-20T09:40:15,180.446,166,AAPL-2025-11-20-123,N
2025-11-20T09:40:20,180.462,186,AAPL-2025-11-20-124,N
2025-11-20T09:40:25,180.496,135,AAPL-2025-11-20-125,N
2025-11-20T09:40:30,180.581,242,AAPL-2025-11-20-126,N
2025-11-20T09:40:35,180.52,164,AAPL-2025-11-20-127,N
2025-11-20T09:40:40,180.55,258,AAPL-2025-11-20-128,N
2025-11-20T09:40:45,180.504,235,AAPL-2025-11-20-129,N
2025-11-20T09:40:50,180.433,195,AAPL-2025-11-20-130,N
2025-11-20T09:40:55,180.474,172,AAPL-2025-11-20-131,N
2025-11-20T09:41:00,180.419,207,AAPL-2025-11-20-132,N
2025-11-20T09:41:05,180.397,231,AAPL-2025-11-20-133,N
2025-11-20T09:41:10,180.365,161,AAPL-2025-11-20-134,N
2025-11-20T09:41:15,180.293,208,AAPL-2025-11-20-135,N
2025-11-20T09:41:20,180.287,140,AAPL-2025-11-20-136,N
2025-11-20T09:41:25,180.294,251,AAPL-2025-11-20-137,N
2025-11-20T09:41:30,180.286,213,AAPL-2025-11-20-138,N
2025-11-20T09:41:35,180.296,139,AAPL-2025-11-20-139,N
2025-11-20T09:41:40,180.37,176,AAPL-2025-11-20-140,N
2025-11-20T09:41:45,180.394,238,AAPL-2025-11-20-141,N
2025-11-20T09:41:50,180.389,230,AAPL-2025-11-20-142,N
2025-11-20T09:41:55,180.397,129,AAPL-2025-11-20-143,N
2025-11-20T09:42:00,180.385,169,AAPL-2025-11-20-144,N
2025-11-20T09:42:05,180.369,134,AAPL-2025-11-20-145,N
2025-11-20T09:42:10,180.409,280,AAPL-2025-11-20-146,N
2025-11-20T09:42:15,180.445,263,AAPL-2025-11-20-147,N
2025-11-20T09:42:20,180.432,168,AAPL-2025-11-20-148,N
2025-11-20T09:42:25,180.404,232,AAPL-2025-11-20-149,N
2025-11-20T09:42:30,180.412,196,AAPL-2025-11-20-150,N
2025-11-20T09:42:35,180.459,220,AAPL-2025-11-20-151,N
2025-11-20T09:42:40,180.429,165,AAPL-2025-11-20-152,N
2025-11-20T09:42:45,180.453,252,AAPL-2025-11-20-153,N
2025-11-20T09:42:50,180.473,294,AAPL-2025-11-20-154,N
2025-11-20T09:42:55,180.532,222,AAPL-2025-11-20-155,N
2025-11-20T09:43:00,180.502,134,AAPL-2025-11-20-156,N
2025-11-20T09:43:05,180.488,237,AAPL-2025-11-20-157,N
2025-11-20T09:43:10,180.554,220,AAPL-2025-11-20-158,N
2025-11-20T09:43:15,180.596,187,AAPL-2025-11-20-159,N
2025-11-20T09:43:20,180.619,241,AAPL-2025-11-20-160,N
2025-11-20T09:43:25,180.547,179,AAPL-2025-11-20-161,N
2025-11-20T09:43:30,180.582,213,AAPL-2025-11-20-162,N
2025-11-20T09:43:35,180.538,78,AAPL-2025-11-20-163,N
2025-11-20T09:43:40,180.525,196,AAPL-2025-11-20-164,N
2025-11-20T09:43:45,180.493,207,AAPL-2025-11-20-165,N
2025-11-20T09:43:50,180.512,233,AAPL-2025-11-20-166,N
2025-11-20T09:43:55,180.426,134,AAPL-2025-11-20-167,N
2025-11-20T09:44:00,180.415,228,AAPL-2025-11-20-168,N
2025-11-20T09:44:05,180.433,223,AAPL-2025-11-20-169,N
2025-11-20T09:44:10,180.419,183,AAPL-2025-11-20-170,N
2025-11-20T09:44:15,180.393,238,AAPL-2025-11-20-171,N
2025-11-20T09:44:20,180.36,242,AAPL-2025-11-20-172,N
2025-11-20T09:44:25,180.367,197,AAPL-2025-11-20-173,N
2025-11-20T09:44:30,180.344,132,AAPL-2025-11-20-174,N
2025-11-20T09:44:35,180.32,183,AAPL-2025-11-20-175,N
2025-11-20T09:44:40,180.235,190,AAPL-2025-11-20-176,N
2025-11-20T09:44:45,180.268,228,AAPL-2025-11-20-177,N
2025-11-20T09:44:50,180.25,202,AAPL-2025-11-20-178,N
2025-11-20T09:44:55,180.23,207,AAPL-2025-11-20-179,N
2025-11-20T09:45:00,180.286,248,AAPL-2025-11-20-180,N
2025-11-20T09:45:05,180.304,175,AAPL-2025-11-20-181,N
2025-11-20T09:45:10,180.332,115,AAPL-2025-11-20-182,N
2025-11-20T09:45:15,180.322,229,AAPL-2025-11-20-183,N
2025-11-20T09:45:20,180.349,233,AAPL-2025-11-20-184,N
2025-11-20T09:45:25,180.36,190,AAPL-2025-11-20-185,N
2025-11-20T09:45:30,180.379,152,AAPL-2025-11-20-186,N
2025-11-20T09:45:35,180.349,203,AAPL-2025-11-20-187,N
2025-11-20T09:45:40,180.355,108,AAPL-2025-11-20-188,N
2025-11-20T09:45:45,180.371,238,AAPL-2025-11-20-189,N
2025-11-20T09:45:50,180.369,318,AAPL-2025-11-20-190,N
2025-11-20T09:45:55,180.344,181,AAPL-2025-11-20-191,N
2025-11-20T09:46:00,180.33,196,AAPL-2025-11-20-192,N
2025-11-20T09:46:05,180.318,129,AAPL-2025-11-20-193,N
2025-11-20T09:46:10,180.298,195,AAPL-2025-11-20-194,N
2025-11-20T09:46:15,180.342,310,AAPL-2025-11-20-195,N
2025-11-20T09:46:20,180.391,161,AAPL-2025-11-20-196,N
2025-11-20T09:46:25,180.365,192,AAPL-2025-11-20-197,N
2025-11-20T09:46:30,180.43,191,AAPL-2025-11-20-198,N
2025-11-20T09:46:35,180.382,174,AAPL-2025-11-20-199,N
2025-11-20T09:46:40,180.409,234,AAPL-2025-11-20-200,N
2025-11-20T09:46:45,180.402,234,AAPL-2025-11-20-201,N
2025-11-20T09:46:50,180.32,205,AAPL-2025-11-20-202,N
2025-11-20T09:46:55,180.351,158,AAPL-2025-11-20-203,N
2025-11-20T09:47:00,180.321,106,AAPL-2025-11-20-204,N
2025-11-20T09:47:05,180.378,163,AAPL-2025-11-20-205,N
2025-11-20T09:47:10,180.387,230,AAPL-2025-11-20-206,N
2025-11-20T09:47:15,180.441,192,AAPL-2025-11-20-207,N
2025-11-20T09:47:20,180.422,208,AAPL-2025-11-20-208,N
2025-11-20T09:47:25,180.468,191,AAPL-2025-11-20-209,N
2025-11-20T09:47:30,180.434,122,AAPL-2025-11-20-210,N
2025-11-20T09:47:35,180.39,243,AAPL-2025-11-20-211,N
2025-11-20T09:47:40,180.378,169,AAPL-2025-11-20-212,N
2025-11-20T09:47:45,180.352,204,AAPL-2025-11-20-213,N
2025-11-20T09:47:50,180.344,186,AAPL-2025-11-20-214,N
2025-11-20T09:47:55,180.392,276,AAPL-2025-11-20-215,N
2025-11-20T09:48:00,180.334,216,AAPL-2025-11-20-216,N
2025-11-20T09:48:05,180.306,187,AAPL-2025-11-20-217,N
2025-11-20T09:48:10,180.317,189,AAPL-2025-11-20-218,N
2025-11-20T09:48:15,180.326,233,AAPL-2025-11-20-219,N
2025-11-20T09:48:20,180.336,167,AAPL-2025-11-20-220,N
2025-11-20T09:48:25,180.314,128,AAPL-2025-11-20-221,N
2025-11-20T09:48:30,180.283,298,AAPL-2025-11-20-222,N
2025-11-20T09:48:35,180.254,140,AAPL-2025-11-20-223,N
2025-11-20T09:48:40,180.266,194,AAPL-2025-11-20-224,N
2025-11-20T09:48:45,180.259,270,AAPL-2025-11-20-225,N
2025-11-20T09:48:50,180.279,173,AAPL-2025-11-20-226,N
