ts_exchange,price,size,trade_id,cond
2025-11-19T09:30:00,299.933,168,00700.HK-2025-11-19-0,N
2025-11-19T09:30:05,299.877,172,00700.HK-2025-11-19-1,N
2025-11-19T09:30:10,299.864,241,00700.HK-2025-11-19-2,N
2025-11-19T09:30:15,299.845,120,00700.HK-2025-11-19-3,N
2025-11-19T09:30:20,299.913,158,00700.HK-2025-11-19-4,N
2025-11-19T09:30:25,299.909,222,00700.HK-2025-11-19-5,N
2025-11-19T09:30:30,299.921,254,00700.HK-2025-11-19-6,N
2025-11-19T09:30:35,299.95,156,00700.HK-2025-11-19-7,N
2025-11-19T09:30:40,300.081,209,00700.HK-2025-11-19-8,N
2025-11-19T09:30:45,300.072,248,00700.HK-2025-11-19-9,N
2025-11-19T09:30:50,300.087,219,00700.HK-2025-11-19-10,N
2025-11-19T09:30:55,300.236,186,00700.HK-2025-11-19-11,N
2025-11-19T09:31:00,300.217,205,00700.HK-2025-11-19-12,N
2025-11-19T09:31:05,300.282,124,00700.HK-2025-11-19-13,N
2025-11-19T09:31:10,300.164,170,00700.HK-2025-11-19-14,N
2025-11-19T09:31:15,300.066,178,00700.HK-2025-11-19-15,N
2025-11-19T09:31:20,300.096,155,00700.HK-2025-11-19-16,N
2025-11-19T09:31:25,300.01,203,00700.HK-2025-11-19-17,N
2025-11-19T09:31:30,300.062,115,00700.HK-2025-11-19-18,N
2025-11-19T09:31:35,300.111,240,00700.HK-2025-11-19-19,N
2025-11-19T09:31:40,300.168,260,00700.HK-2025-11-19-20,N
2025-11-19T09:31:45,300.301,182,00700.HK-2025-11-19-21,N
2025-11-19T09:31:50,300.307,179,00700.HK-2025-11-19-22,N
2025-11-19T09:31:55,300.307,276,00700.HK-2025-11-19-23,N
2025-11-19T09:32:00,300.226,156,00700.HK-2025-11-19-24,N
2025-11-19T09:32:05,300.309,251,00700.HK-2025-11-19-25,N
2025-11-19T09:32:10,300.287,242,00700.HK-2025-11-19-26,N
2025-11-19T09:32:15,300.308,275,00700.HK-2025-11-19-27,N
2025-11-19T09:32:20,300.312,251,00700.HK-2025-11-19-28,N
2025-11-19T09:32:25,300.471,229,00700.HK-2025-11-19-29,N
2025-11-19T09:32:30,300.474,236,00700.HK-2025-11-19-30,N
2025-11-19T09:32:35,300.452,319,00700.HK-2025-11-19-31,N
2025-11-19T09:32:40,300.463,186,00700.HK-2025-11-19-32,N
2025-11-19T09:32:45,300.413,254,00700.HK-2025-11-19-33,N
2025-11-19T09:32:50,300.465,175,00700.HK-2025-11-19-34,N
2025-11-19T09:32:55,300.499,124,00700.HK-2025-11-19-35,N
2025-11-19T09:33:00,300.51,222,00700.HK-2025-11-19-36,N
2025-11-19T09:33:05,300.613,161,00700.HK-2025-11-19-37,N
2025-11-19T09:33:10,300.536,155,00700.HK-2025-11-19-38,N
2025-11-19T09:33:15,300.456,266,00700.HK-2025-11-19-39,N
2025-11-19T09:33:20,300.549,216,00700.HK-2025-11-19-40,N
2025-11-19T09:33:25,300.622,206,00700.HK-2025-11-19-41,N
2025-11-19T09:33:30,300.617,183,00700.HK-2025-11-19-42,N
2025-11-19T09:33:35,300.598,122,00700.HK-2025-11-19-43,N
2025-11-19T09:33:40,300.614,197,00700.HK-2025-11-19-44,N
2025-11-19T09:33:45,300.659,204,00700.HK-2025-11-19-45,N
2025-11-19T09:33:50,300.649,156,00700.HK-2025-11-19-46,N
2025-11-19T09:33:55,300.653,236,00700.HK-2025-11-19-47,N
2025-11-19T09:34:00,300.585,204,00700.HK-2025-11-19-48,N
2025-11-19T09:34:05,300.599,164,00700.HK-2025-11-19-49,N
2025-11-19T09:34:10,300.563,211,00700.HK-2025-11-19-50,N
2025-11-19T09:34:15,300.495,217,00700.HK-2025-11-19-51,N
2025-11-19T09:34:20,300.441,253,00700.HK-2025-11-19-52,N
2025-11-19T09:34:25,300.582,156,00700.HK-2025-11-19-53,N
2025-11-19T09:34:30,300.614,163,00700.HK-2025-11-19-54,N
2025-11-19T09:34:35,300.676,136,00700.HK-2025-11-19-55,N
2025-11-19T09:34:40,300.705,156,00700.HK-2025-11-19-56,N
